word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
gush,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.5816,0.0,1,2.1,100.0,2.9328,7.7324,44,45.5,VERB,VB,n,noun.event,flow > change_of_location > movement
feeling,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,neutral,0.0895,0.0,1,2.1,100.0,5.0266,9.4701,44,68.2,VERB,VBG,n,noun.Tops,state > attribute > abstraction
weight,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-0.5147,0.0,1,2.1,100.0,1.0095,6.2473,44,29.5,NOUN,NN,n,noun.attribute,physical_property > property > attribute
searing,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-0.7172,0.0,1,2.1,100.0,0.4991,6.9686,44,25.0,VERB,VBG,v,verb.change,heat > change
impulse,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.3057,0.0,1,2.1,100.0,2.2025,8.6902,44,43.2,VERB,VB,n,noun.motive,motivation > psychological_feature > abstraction
lightness,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,9.7092,0.0,1,2.1,100.0,3.881,8.1605,44,54.5,VERB,VB,n,noun.feeling,joy > emotion > feeling
pulse,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-19.7769,0.0,1,2.1,100.0,-1.4539,7.8214,44,45.5,NOUN,NN,n,noun.event,wave > movement > happening
cramp,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-20.0509,0.0,1,2.1,100.0,-0.1161,5.9977,44,18.2,VERB,VB,n,noun.state,symptom > evidence > information
hot,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-0.6296,0.0,1,2.1,100.0,4.433,9.8824,44,65.9,VERB,VB,a,adj.all,
thr,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.1057,0.0,1,2.1,100.0,-0.0054,0.1968,44,2.3,PROPN,NNP,,,
energy,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-19.9829,0.0,1,2.1,100.0,-2.0813,8.6305,44,43.2,NOUN,NN,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon
ch,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,22.2037,0.0,1,2.1,100.0,0.897,4.042,44,9.1,VERB,VB,,,
fl,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,neutral,-0.1526,0.0,1,2.1,100.0,0.0404,0.2852,44,4.5,X,ADD,n,noun.location,
weightlessness,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-20.0395,0.0,1,2.1,100.0,-0.5775,6.448,44,18.2,VERB,VB,n,noun.attribute,weight > physical_property > property
weakness,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,0.3307,0.0,1,2.1,100.0,5.5171,7.592,44,90.9,VERB,VB,n,noun.state,imperfection > state > attribute
panic,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-0.9019,0.0,1,2.1,100.0,1.7564,7.1871,44,34.1,VERB,VB,n,noun.feeling,fear > emotion > feeling
yearning,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.1365,0.0,1,2.1,100.0,5.7159,9.1682,44,52.3,VERB,VBG,n,noun.feeling,desire > feeling > state
tension,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-2.2328,0.0,1,2.1,100.0,3.3378,6.818,44,52.3,VERB,VB,n,noun.state,strain > nervousness > psychological_state
sp,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,neutral,0.2341,0.0,1,2.1,100.0,-0.3654,2.5564,44,2.3,VERB,VB,,,
stillness,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.2115,0.0,1,2.1,100.0,3.9815,9.5549,44,43.2,VERB,VB,n,noun.attribute,silence > sound_property > property
fear,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,0.4183,0.0,1,2.1,100.0,4.7375,9.3525,44,63.6,VERB,VB,n,noun.feeling,emotion > feeling > state
vibration,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,3.026,0.0,1,2.1,100.0,1.2855,6.7019,44,29.5,VERB,VB,n,noun.act,motion > change > action
ur,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,0.6286,0.0,1,2.1,100.0,0.0143,0.0937,44,2.3,VERB,VB,n,noun.location,
buy,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,neutral,-0.075,0.0,1,2.1,100.0,1.9818,8.0268,44,27.3,VERB,VB,n,noun.possession,purchase > acquisition > transferred_property
start,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.5399,0.0,1,2.1,100.0,0.0002,10.6554,44,34.1,VERB,VB,n,noun.event,beginning > happening > event
turn,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,3.8699,0.0,1,2.1,100.0,2.3603,7.6623,44,54.5,VERB,VB,n,noun.shape,curve > line > shape
put,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,1.7238,0.0,1,2.1,100.0,2.7135,9.2341,44,59.1,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
read,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,1.0495,0.0,1,2.1,100.0,1.9061,7.3124,44,45.5,VERB,VB,n,noun.communication,publication > work > product
borrow,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-2.1465,0.0,1,2.1,100.0,-0.5643,8.6148,44,25.0,VERB,VB,v,verb.possession,get
learn,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.9159,0.0,1,2.1,100.0,0.6809,5.2376,44,36.4,VERB,VB,v,verb.cognition,
say,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.4811,0.0,1,2.1,100.0,4.4087,6.9656,44,77.3,VERB,VB,n,noun.state,opportunity > possibility > being
undress,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-20.6212,0.0,1,2.1,100.0,3.0636,7.575,44,34.1,VERB,VB,n,noun.state,nakedness > condition > state
visit,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-20.2508,0.0,1,2.1,100.0,0.0259,6.4762,44,22.7,VERB,VB,n,noun.act,meeting > assembly > group_action
prove,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.6983,0.0,1,2.1,100.0,1.4645,8.3968,44,34.1,VERB,VB,v,verb.stative,be
pray,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-0.3736,0.0,1,2.1,100.0,2.7533,7.3847,44,36.4,VERB,VB,v,verb.communication,commune > communicate > interact
bealone,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,0.5973,0.0,1,2.1,100.0,0.0136,0.089,44,2.3,VERB,VB,,,
work,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.6817,0.0,1,2.1,100.0,2.4931,9.892,44,47.7,VERB,VB,n,noun.act,activity > act > event
fool,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.7682,0.0,1,2.1,100.0,3.1976,7.657,44,29.5,VERB,VB,n,noun.person,simpleton > person > causal_agent
apologize,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-2.6525,0.0,1,2.1,100.0,-1.3393,5.6117,44,27.3,VERB,VB,v,verb.communication,
bathe,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,22.0707,0.0,1,2.1,100.0,1.416,8.2234,44,29.5,VERB,VB,n,noun.act,swimming > water_sport > sport
commit,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-3.8094,0.0,1,2.1,100.0,-0.4506,7.38,44,31.8,VERB,VB,v,verb.social,act
ride,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-23.5488,0.0,1,2.1,100.0,-0.8897,7.4224,44,13.6,VERB,VB,n,noun.act,journey > travel > motion
celebrate,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-20.4831,0.0,1,2.1,100.0,-0.8704,6.4996,44,15.9,VERB,VB,v,verb.social,
teach,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.2925,0.0,1,2.1,100.0,0.4271,7.803,44,36.4,VERB,VB,n,noun.person,
move,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-0.9826,0.0,1,2.1,100.0,3.6841,8.3175,44,52.3,VERB,VB,n,noun.act,decision > choice > action
listen,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,neutral,-0.086,0.0,1,2.1,100.0,2.2527,7.8614,44,56.8,VERB,VB,v,verb.perception,perceive
wait,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-1.1291,0.0,1,2.1,100.0,4.5648,8.7574,44,72.7,VERB,VB,n,noun.time,pause > time_interval > measure
break,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-2.8987,0.0,1,2.1,100.0,-0.5644,8.69,44,47.7,VERB,VB,n,noun.event,happening > event > psychological_feature
shower,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,20.4133,0.0,1,2.1,100.0,1.0225,7.5579,44,29.5,VERB,VB,n,noun.artifact,plumbing_fixture > fixture > artifact
live,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-0.9088,0.0,1,2.1,100.0,6.0668,9.7612,44,63.6,VERB,VB,v,verb.stative,be
suddenly,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-18.8335,0.0,1,2.1,100.0,-1.8325,5.0521,44,18.2,ADV,RB,r,adv.all,
guided,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.7109,0.0,1,2.1,100.0,-0.46,3.5881,44,4.5,VERB,VB,v,verb.motion,control
apologized,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-3.0343,0.0,1,2.1,100.0,0.7231,5.1577,44,6.8,VERB,VB,v,verb.communication,
after,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.355,0.0,1,2.1,100.0,3.0011,8.4265,44,43.2,ADP,IN,s,adj.all,
Lara,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-20.7931,0.0,1,2.1,100.0,-0.4726,3.0988,44,2.3,PROPN,NNP,,,
you,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.8944,0.0,1,2.1,100.0,0.373,8.9918,44,25.0,PRON,PRP,,,
fainted,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.9218,0.0,1,2.1,100.0,1.1251,4.0303,44,9.1,VERB,VBN,v,verb.body,zonk_out > change_state > change
unfolded,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-20.866,0.0,1,2.1,100.0,-0.4742,3.1097,44,2.3,VERB,VB,v,verb.change,develop > grow > increase
searched,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-22.2834,0.0,1,2.1,100.0,-0.68,3.4855,44,4.5,VERB,VBN,v,verb.contact,
undid,sexual_liminal_4,After the massage she turned over and,sexual,repressed,20.3618,0.0,1,2.1,100.0,1.8799,6.6606,44,15.9,VERB,VB,v,verb.contact,change_by_reversal > change
just,sexual_liminal_4,After the massage she turned over and,sexual,repressed,3.289,0.0,1,2.1,100.0,4.5892,8.6808,44,54.5,ADV,RB,a,adj.all,
burrowed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.8455,0.0,1,2.1,100.0,1.5398,5.7927,44,22.7,VERB,VBN,v,verb.motion,dig > remove
moved,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.9204,0.0,1,2.1,100.0,2.6333,10.7138,44,56.8,VERB,VBN,v,verb.motion,
slid,sexual_liminal_4,After the massage she turned over and,sexual,neutral,0.1503,0.0,1,2.1,100.0,4.561,9.3027,44,56.8,VERB,VB,v,verb.motion,glide > travel
climbed,sexual_liminal_4,After the massage she turned over and,sexual,repressed,10.6253,0.0,1,2.1,100.0,2.1144,9.9195,44,56.8,VERB,VBN,v,verb.motion,rise > travel
proceeded,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.2535,0.0,1,2.1,100.0,1.5275,9.0928,44,25.0,VERB,VB,v,verb.communication,talk > communicate > interact
passed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-2.5803,0.0,1,2.1,100.0,3.2582,8.1226,44,52.3,VERB,VBN,v,verb.motion,travel
breathed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.6286,0.0,1,2.1,100.0,-1.6027,7.1953,44,20.5,VERB,VBN,v,verb.body,
read,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-20.2011,0.0,1,2.1,100.0,-0.8572,3.8264,44,6.8,VERB,VB,n,noun.communication,publication > work > product
gestured,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.8309,0.0,1,2.1,100.0,-1.093,4.1277,44,6.8,VERB,VBN,v,verb.communication,communicate > interact > act
realized,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.5567,0.0,1,2.1,100.0,-0.2624,7.8253,44,25.0,VERB,VBN,v,verb.cognition,know
woke,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.5041,0.0,1,2.1,100.0,2.6808,7.2416,44,38.6,VERB,VB,v,verb.body,
sucked,sexual_liminal_4,After the massage she turned over and,sexual,repressed,20.4864,0.0,1,2.1,100.0,1.26,4.191,44,15.9,VERB,VBN,v,verb.consumption,drink > consume
onto,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-3.4066,0.0,1,2.1,100.0,0.8337,6.3105,44,27.3,ADP,IN,,,
bent,sexual_liminal_4,After the massage she turned over and,sexual,repressed,10.1463,0.0,1,2.1,100.0,3.9943,6.8821,44,34.1,VERB,VB,n,noun.cognition,inclination > attitude > cognition
retrieved,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-20.2011,0.0,1,2.1,100.0,-0.4591,3.0106,44,2.3,VERB,VBN,v,verb.possession,get
carefully,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-21.3169,0.0,1,2.1,100.0,-0.8574,5.1968,44,6.8,ADV,RB,r,adv.all,
giggled,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-6.7171,0.0,1,2.1,100.0,-0.9471,6.3421,44,11.4,VERB,VB,v,verb.body,laugh > express_emotion
licked,sexual_liminal_4,After the massage she turned over and,sexual,repressed,21.8781,0.0,1,2.1,100.0,0.4132,7.448,44,27.3,VERB,VB,v,verb.contact,beat > get_the_better_of
craw,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.6237,0.0,1,2.1,100.0,0.3777,2.4738,44,4.5,VERB,VB,n,noun.animal,stomach > internal_organ > organ
uncovered,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.6375,0.0,1,2.1,100.0,-0.0505,3.9567,44,2.3,VERB,VBN,v,verb.perception,show
crawled,sexual_liminal_4,After the massage she turned over and,sexual,repressed,1.0693,0.0,1,2.1,100.0,2.7546,7.6221,44,43.2,VERB,VBN,v,verb.motion,travel
removed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-2.7668,0.0,1,2.1,100.0,2.7569,7.9646,44,34.1,VERB,VB,v,verb.change,
immediately,sexual_liminal_4,After the massage she turned over and,sexual,repressed,1.6547,0.0,1,2.1,100.0,4.0011,7.8781,44,54.5,ADV,RB,r,adv.all,
resumed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-2.4283,0.0,1,2.1,100.0,0.4561,7.7674,44,15.9,VERB,VBN,v,verb.change,continue > keep
out,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.4185,0.0,1,2.1,100.0,-0.061,5.3643,44,9.1,ADV,RB,n,noun.act,failure > nonaccomplishment > act
my,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.9408,0.0,1,2.1,100.0,0.0792,5.3382,44,13.6,PRON,PRP$,,,
spooned,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.6056,0.0,1,2.1,100.0,-0.3399,7.2213,44,29.5,VERB,VBN,v,verb.contact,remove
left,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-0.4974,0.0,1,2.1,100.0,4.9664,9.2627,44,56.8,VERB,VB,n,noun.location,position > point > location
what,sexual_liminal_4,After the massage she turned over and,sexual,repressed,0.5389,0.0,1,2.1,100.0,-0.1136,3.9196,44,4.5,PRON,WP,,,
did,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.4339,0.0,1,2.1,100.0,3.3924,7.9156,44,65.9,VERB,VBD,v,verb.social,
farted,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.6463,0.0,1,2.1,100.0,-0.4468,2.9279,44,4.5,VERB,VB,v,verb.body,act_involuntarily > act
grabbed,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-1.0024,0.0,1,2.1,100.0,2.1935,10.0328,44,56.8,VERB,VBN,v,verb.contact,seize > take
scooted,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.4238,0.0,1,2.1,100.0,2.2576,8.3001,44,31.8,VERB,VBN,v,verb.motion,rush > travel
back,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-19.8066,0.0,1,2.1,100.0,0.2457,6.0797,44,6.8,VERB,VB,n,noun.body,body_part > part > thing
flo,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-3.1565,0.0,1,2.1,100.0,-0.249,1.2804,44,6.8,PROPN,NNP,,,
checked,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-21.4324,0.0,1,2.1,100.0,0.6591,8.2714,44,13.6,VERB,VBN,v,verb.cognition,analyze
in,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-2.0849,0.0,1,2.1,100.0,1.2506,5.733,44,20.5,ADP,IN,n,noun.quantity,linear_unit > unit_of_measurement > definite_quantity
raised,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-20.3422,0.0,1,2.1,100.0,4.3561,9.4555,44,65.9,VERB,VB,v,verb.change,increase > change
cupped,sexual_liminal_4,After the massage she turned over and,sexual,repressed,20.2636,0.0,1,2.1,100.0,1.0818,4.3935,44,22.7,VERB,VB,v,verb.change,shape > change
